Local time,Ask,Bid,AskVolume,BidVolume
12.04.2018 11:05:31.926 GMT-0400,174.472,174.438,120,220
12.04.2018 11:05:32.121 GMT-0400,174.46200000000002,174.438,120,220
12.04.2018 11:05:32.706 GMT-0400,174.463,174.42700000000002,120,10700.0005
12.04.2018 11:05:33.317 GMT-0400,174.46200000000002,174.438,120,670
12.04.2018 11:05:33.849 GMT-0400,174.46200000000002,174.428,120,300
12.04.2018 11:05:34.020 GMT-0400,174.46200000000002,174.438,120,76
12.04.2018 11:05:34.390 GMT-0400,174.463,174.447,120,75
12.04.2018 11:05:35.679 GMT-0400,174.46200000000002,174.448,120,75
12.04.2018 11:05:35.837 GMT-0400,174.472,174.448,100,450
12.04.2018 11:05:36.514 GMT-0400,174.47299999999998,174.447,120,220
12.04.2018 11:05:37.311 GMT-0400,174.472,174.448,120,220
12.04.2018 11:05:37.361 GMT-0400,174.463,174.447,120,300
12.04.2018 11:05:38.047 GMT-0400,174.46200000000002,174.448,120,300
12.04.2018 11:05:38.548 GMT-0400,174.47299999999998,174.447,120,220
12.04.2018 11:05:39.157 GMT-0400,174.472,174.448,120,220
12.04.2018 11:05:39.208 GMT-0400,174.47299999999998,174.45700000000002,120,7
12.04.2018 11:05:39.801 GMT-0400,174.478,174.45700000000002,58,7
12.04.2018 11:05:40.405 GMT-0400,174.483,174.45700000000002,120,82
12.04.2018 11:05:40.931 GMT-0400,174.47299999999998,174.45700000000002,120,230
12.04.2018 11:05:41.892 GMT-0400,174.49200000000002,174.478,120,220
12.04.2018 11:05:42.089 GMT-0400,174.502,174.478,120,370
12.04.2018 11:05:43.401 GMT-0400,174.503,174.477,120,520
12.04.2018 11:05:43.733 GMT-0400,174.502,174.488,120,450
12.04.2018 11:05:44.848 GMT-0400,174.503,174.489,120,7499.9998
12.04.2018 11:05:45.097 GMT-0400,174.52200000000002,174.498,120,670
12.04.2018 11:05:45.248 GMT-0400,174.503,174.48700000000002,100,450
12.04.2018 11:05:45.760 GMT-0400,174.502,174.488,120,520
12.04.2018 11:05:46.339 GMT-0400,174.493,174.47099999999998,120,7499.9998
12.04.2018 11:05:46.986 GMT-0400,174.493,174.467,100,150
12.04.2018 11:05:47.598 GMT-0400,174.49200000000002,174.458,100,610
12.04.2018 11:05:47.730 GMT-0400,174.49200000000002,174.468,100,680
12.04.2018 11:05:48.085 GMT-0400,174.483,174.45700000000002,120,310
12.04.2018 11:05:48.600 GMT-0400,174.483,174.467,120,150
12.04.2018 11:05:48.651 GMT-0400,174.483,174.45700000000002,120,230
12.04.2018 11:05:49.353 GMT-0400,174.472,174.458,7,75
12.04.2018 11:05:49.652 GMT-0400,174.493,174.467,10300.0002,150
12.04.2018 11:05:49.721 GMT-0400,174.482,174.458,120,75
12.04.2018 11:05:50.053 GMT-0400,174.47299999999998,174.45700000000002,120,75
12.04.2018 11:05:50.831 GMT-0400,174.472,174.458,100,75
12.04.2018 11:05:51.399 GMT-0400,174.483,174.45700000000002,10599.9997,75
12.04.2018 11:05:52.058 GMT-0400,174.488,174.45700000000002,58,75
12.04.2018 11:05:52.704 GMT-0400,174.488,174.458,58,220
12.04.2018 11:05:54.705 GMT-0400,174.483,174.45700000000002,120,220
12.04.2018 11:05:54.755 GMT-0400,174.472,174.458,120,220
12.04.2018 11:05:55.947 GMT-0400,174.455,174.438,120,10400
12.04.2018 11:05:57.004 GMT-0400,174.463,174.437,100,300
12.04.2018 11:05:57.495 GMT-0400,174.472,174.437,58,370
12.04.2018 11:05:58.009 GMT-0400,174.472,174.438,120,300
12.04.2018 11:05:59.076 GMT-0400,174.46200000000002,174.428,120,520
12.04.2018 11:05:59.556 GMT-0400,174.46200000000002,174.438,120,370
12.04.2018 11:05:59.960 GMT-0400,174.46200000000002,174.448,120,75
12.04.2018 11:06:00.471 GMT-0400,174.46200000000002,174.45000000000002,120,7499.9998
12.04.2018 11:06:00.648 GMT-0400,174.482,174.45700000000002,58,75
12.04.2018 11:06:01.287 GMT-0400,174.482,174.458,10099.9996,75
12.04.2018 11:06:01.339 GMT-0400,174.47299999999998,174.45700000000002,120,75
12.04.2018 11:06:01.390 GMT-0400,174.47299999999998,174.45000000000002,120,7499.9998
12.04.2018 11:06:01.708 GMT-0400,174.472,174.458,100,75
12.04.2018 11:06:03.059 GMT-0400,174.476,174.45900000000003,100,7499.9998
12.04.2018 11:06:03.191 GMT-0400,174.483,174.45900000000003,120,7499.9998
12.04.2018 11:06:03.242 GMT-0400,174.493,174.477,100,150
12.04.2018 11:06:03.758 GMT-0400,174.49200000000002,174.478,100,75
12.04.2018 11:06:04.147 GMT-0400,174.503,174.48700000000002,120,75
12.04.2018 11:06:04.698 GMT-0400,174.502,174.488,120,370
12.04.2018 11:06:04.774 GMT-0400,174.511,174.498,58,150
12.04.2018 11:06:04.824 GMT-0400,174.503,174.48700000000002,120,370
12.04.2018 11:06:05.248 GMT-0400,174.465,174.447,100,10300.0002
12.04.2018 11:06:05.394 GMT-0400,174.47299999999998,174.447,120,10300.0002
12.04.2018 11:06:05.444 GMT-0400,174.46,174.447,100,7499.9998
12.04.2018 11:06:05.501 GMT-0400,174.454,174.44,100,7499.9998
12.04.2018 11:06:06.315 GMT-0400,174.453,174.437,100,75
12.04.2018 11:06:08.404 GMT-0400,174.452,174.438,120,220
12.04.2018 11:06:09.579 GMT-0400,174.453,174.437,120,220
12.04.2018 11:06:10.106 GMT-0400,174.451,174.437,58,300
12.04.2018 11:06:10.220 GMT-0400,174.44299999999998,174.433,58,300
12.04.2018 11:06:10.804 GMT-0400,174.44299999999998,174.42700000000002,10400,75
12.04.2018 11:06:10.905 GMT-0400,174.44299999999998,174.417,10200.0004,220
12.04.2018 11:06:11.593 GMT-0400,174.442,174.418,120,220
12.04.2018 11:06:11.995 GMT-0400,174.423,174.407,120,370
12.04.2018 11:06:12.366 GMT-0400,174.405,174.388,100,150
12.04.2018 11:06:12.903 GMT-0400,174.39200000000002,174.378,100,76
12.04.2018 11:06:13.291 GMT-0400,174.372,174.34799999999998,120,10800.0003
12.04.2018 11:06:13.342 GMT-0400,174.382,174.368,100,75
12.04.2018 11:06:13.492 GMT-0400,174.39200000000002,174.368,100,220
12.04.2018 11:06:13.543 GMT-0400,174.40099999999998,174.36700000000002,58,220
12.04.2018 11:06:13.894 GMT-0400,174.40200000000002,174.378,120,150
12.04.2018 11:06:14.159 GMT-0400,174.40200000000002,174.368,120,75
12.04.2018 11:06:14.546 GMT-0400,174.403,174.377,120,75
12.04.2018 11:06:14.596 GMT-0400,174.403,174.36700000000002,120,75
12.04.2018 11:06:15.014 GMT-0400,174.383,174.36700000000002,120,75
12.04.2018 11:06:15.064 GMT-0400,174.39200000000002,174.36700000000002,58,75
12.04.2018 11:06:16.025 GMT-0400,174.403,174.36700000000002,120,75
12.04.2018 11:06:16.967 GMT-0400,174.393,174.36700000000002,120,75
12.04.2018 11:06:17.293 GMT-0400,174.382,174.358,120,150
12.04.2018 11:06:17.405 GMT-0400,174.383,174.347,120,200
12.04.2018 11:06:18.025 GMT-0400,174.36200000000002,174.34799999999998,100,52
12.04.2018 11:06:18.075 GMT-0400,174.383,174.34799999999998,120,7499.9998
12.04.2018 11:06:18.174 GMT-0400,174.383,174.357,120,75
12.04.2018 11:06:18.474 GMT-0400,174.382,174.34799999999998,120,52
12.04.2018 11:06:18.525 GMT-0400,174.372,174.34799999999998,120,52
12.04.2018 11:06:19.543 GMT-0400,174.353,174.33700000000002,120,75
12.04.2018 11:06:19.820 GMT-0400,174.359,174.33700000000002,58,75
12.04.2018 11:06:20.550 GMT-0400,174.36200000000002,174.338,120,75
12.04.2018 11:06:20.817 GMT-0400,174.373,174.347,120,670
12.04.2018 11:06:20.919 GMT-0400,174.372,174.33900000000003,100,7499.9998
12.04.2018 11:06:21.813 GMT-0400,174.372,174.338,100,300
12.04.2018 11:06:22.166 GMT-0400,174.372,174.34799999999998,100,75
12.04.2018 11:06:22.994 GMT-0400,174.373,174.347,120,160
12.04.2018 11:06:23.642 GMT-0400,174.372,174.34799999999998,100,230
12.04.2018 11:06:24.226 GMT-0400,174.373,174.347,100,80
12.04.2018 11:06:24.642 GMT-0400,174.373,174.357,100,75
12.04.2018 11:06:25.166 GMT-0400,174.372,174.358,100,150
12.04.2018 11:06:25.687 GMT-0400,174.383,174.36700000000002,120,220
12.04.2018 11:06:25.737 GMT-0400,174.39200000000002,174.378,120,75
12.04.2018 11:06:26.345 GMT-0400,174.393,174.377,100,220
12.04.2018 11:06:27.963 GMT-0400,174.403,174.388,58,220
12.04.2018 11:06:28.159 GMT-0400,174.41299999999998,174.39700000000002,120,75
12.04.2018 11:06:28.688 GMT-0400,174.412,174.398,100,220
12.04.2018 11:06:28.817 GMT-0400,174.422,174.398,120,220
12.04.2018 11:06:28.868 GMT-0400,174.41299999999998,174.39700000000002,100,220
12.04.2018 11:06:29.452 GMT-0400,174.412,174.398,120,220
12.04.2018 11:06:30.332 GMT-0400,174.41299999999998,174.39700000000002,100,220
12.04.2018 11:06:30.585 GMT-0400,174.422,174.398,120,230
12.04.2018 11:06:31.732 GMT-0400,174.43200000000002,174.408,50,78
12.04.2018 11:06:32.051 GMT-0400,174.442,174.408,120,3
12.04.2018 11:06:32.890 GMT-0400,174.44299999999998,174.407,120,300
12.04.2018 11:06:33.353 GMT-0400,174.44299999999998,174.417,120,75
12.04.2018 11:06:34.046 GMT-0400,174.442,174.408,120,300
12.04.2018 11:06:34.097 GMT-0400,174.41299999999998,174.39700000000002,120,150
12.04.2018 11:06:34.555 GMT-0400,174.40200000000002,174.388,120,75
12.04.2018 11:06:34.677 GMT-0400,174.41299999999998,174.377,120,10200.0004
12.04.2018 11:06:35.182 GMT-0400,174.412,174.378,120,160
12.04.2018 11:06:35.775 GMT-0400,174.41299999999998,174.377,120,230
12.04.2018 11:06:36.276 GMT-0400,174.403,174.377,120,230
12.04.2018 11:06:37.376 GMT-0400,174.393,174.377,100,230
12.04.2018 11:06:37.884 GMT-0400,174.39200000000002,174.378,100,160
12.04.2018 11:06:38.107 GMT-0400,174.39200000000002,174.368,120,75
12.04.2018 11:06:38.707 GMT-0400,174.393,174.36700000000002,120,60
12.04.2018 11:06:39.447 GMT-0400,174.39200000000002,174.368,120,150
12.04.2018 11:06:39.625 GMT-0400,174.393,174.377,120,75
12.04.2018 11:06:40.036 GMT-0400,174.383,174.357,120,150
12.04.2018 11:06:40.814 GMT-0400,174.382,174.358,120,75
12.04.2018 11:06:40.882 GMT-0400,174.373,174.357,120,75
12.04.2018 11:06:41.154 GMT-0400,174.36200000000002,174.338,120,220
12.04.2018 11:06:41.557 GMT-0400,174.372,174.338,120,150
12.04.2018 11:06:41.711 GMT-0400,174.363,174.327,11099.9998,150
12.04.2018 11:06:43.086 GMT-0400,174.352,174.328,1,150
12.04.2018 11:06:43.831 GMT-0400,174.363,174.327,11199.9996,140
12.04.2018 11:06:44.357 GMT-0400,174.36200000000002,174.328,120,220
12.04.2018 11:06:44.518 GMT-0400,174.352,174.328,120,220
12.04.2018 11:06:45.054 GMT-0400,174.353,174.327,100,220
12.04.2018 11:06:45.602 GMT-0400,174.352,174.328,120,220
12.04.2018 11:06:46.163 GMT-0400,174.343,174.327,120,230
12.04.2018 11:06:46.558 GMT-0400,174.322,174.31,120,7499.9998
12.04.2018 11:06:46.702 GMT-0400,174.322,174.298,10800.0003,970
12.04.2018 11:06:47.398 GMT-0400,174.322,174.297,58,970
12.04.2018 11:06:48.404 GMT-0400,174.313,174.297,120,970
12.04.2018 11:06:49.400 GMT-0400,174.322,174.298,120,970
12.04.2018 11:06:49.451 GMT-0400,174.322,174.308,120,75
12.04.2018 11:06:51.618 GMT-0400,174.323,174.30700000000002,120,150
12.04.2018 11:06:51.769 GMT-0400,174.333,174.30700000000002,120,230
12.04.2018 11:06:52.354 GMT-0400,174.33200000000002,174.308,100,220
12.04.2018 11:06:53.539 GMT-0400,174.333,174.30700000000002,100,670
12.04.2018 11:06:54.472 GMT-0400,174.33200000000002,174.308,120,220
12.04.2018 11:06:54.991 GMT-0400,174.333,174.30700000000002,4,220
12.04.2018 11:06:56.122 GMT-0400,174.33200000000002,174.308,120,220
12.04.2018 11:06:56.961 GMT-0400,174.333,174.30700000000002,120,220
12.04.2018 11:06:57.705 GMT-0400,174.333,174.317,120,75
12.04.2018 11:06:58.228 GMT-0400,174.33200000000002,174.31799999999998,120,75
12.04.2018 11:06:58.798 GMT-0400,174.333,174.317,120,150
12.04.2018 11:06:59.012 GMT-0400,174.333,174.30700000000002,120,220
12.04.2018 11:06:59.572 GMT-0400,174.33200000000002,174.308,120,300
12.04.2018 11:06:59.623 GMT-0400,174.351,174.31799999999998,58,670
12.04.2018 11:07:00.648 GMT-0400,174.352,174.31799999999998,120,150
12.04.2018 11:07:01.201 GMT-0400,174.353,174.317,120,450
12.04.2018 11:07:02.502 GMT-0400,174.352,174.31799999999998,120,520
12.04.2018 11:07:02.589 GMT-0400,174.342,174.31799999999998,120,520
12.04.2018 11:07:03.008 GMT-0400,174.353,174.327,120,680
12.04.2018 11:07:03.394 GMT-0400,174.353,174.33700000000002,120,75
12.04.2018 11:07:03.972 GMT-0400,174.352,174.338,120,220
12.04.2018 11:07:04.514 GMT-0400,174.353,174.33700000000002,120,220
12.04.2018 11:07:05.150 GMT-0400,174.352,174.328,120,300
12.04.2018 11:07:05.201 GMT-0400,174.342,174.31799999999998,120,900
12.04.2018 11:07:07.591 GMT-0400,174.333,174.317,100,450
12.04.2018 11:07:08.154 GMT-0400,174.323,174.30700000000002,120,150
12.04.2018 11:07:09.046 GMT-0400,174.322,174.308,100,190
12.04.2018 11:07:09.454 GMT-0400,174.33200000000002,174.308,100,670
12.04.2018 11:07:09.611 GMT-0400,174.333,174.317,100,150
12.04.2018 11:07:09.865 GMT-0400,174.343,174.317,120,150
12.04.2018 11:07:09.990 GMT-0400,174.322,174.308,100,450
12.04.2018 11:07:11.344 GMT-0400,174.323,174.30700000000002,100,150
12.04.2018 11:07:11.909 GMT-0400,174.322,174.308,100,150
12.04.2018 11:07:11.964 GMT-0400,174.322,174.298,120,970
12.04.2018 11:07:12.423 GMT-0400,174.294,174.28099999999998,100,7499.9998
12.04.2018 11:07:12.482 GMT-0400,174.301,174.287,58,75
12.04.2018 11:07:12.533 GMT-0400,174.301,174.278,58,370
12.04.2018 11:07:12.634 GMT-0400,174.301,174.287,58,83
12.04.2018 11:07:12.824 GMT-0400,174.313,174.297,100,75
12.04.2018 11:07:13.470 GMT-0400,174.312,174.28799999999998,120,10800.0003
12.04.2018 11:07:13.540 GMT-0400,174.293,174.27700000000002,100,75
12.04.2018 11:07:13.647 GMT-0400,174.303,174.27700000000002,120,75
12.04.2018 11:07:13.915 GMT-0400,174.312,174.278,10499.9999,380
12.04.2018 11:07:13.966 GMT-0400,174.312,174.28799999999998,100,3
12.04.2018 11:07:14.362 GMT-0400,174.30200000000002,174.278,120,150
12.04.2018 11:07:14.573 GMT-0400,174.312,174.278,120,150
12.04.2018 11:07:14.701 GMT-0400,174.303,174.27700000000002,120,150
12.04.2018 11:07:15.370 GMT-0400,174.282,174.268,120,75
12.04.2018 11:07:15.420 GMT-0400,174.293,174.26700000000002,10999.9999,75
12.04.2018 11:07:15.744 GMT-0400,174.282,174.268,120,220
12.04.2018 11:07:17.964 GMT-0400,174.30200000000002,174.278,100,300
12.04.2018 11:07:18.145 GMT-0400,174.30200000000002,174.27,120,7499.9998
12.04.2018 11:07:18.563 GMT-0400,174.303,174.27700000000002,100,620
12.04.2018 11:07:18.864 GMT-0400,174.312,174.28799999999998,120,79
12.04.2018 11:07:19.690 GMT-0400,174.313,174.297,120,150
12.04.2018 11:07:20.115 GMT-0400,174.323,174.297,100,10300.0002
12.04.2018 11:07:20.562 GMT-0400,174.312,174.298,120,150
12.04.2018 11:07:21.149 GMT-0400,174.313,174.297,100,150
12.04.2018 11:07:21.679 GMT-0400,174.312,174.298,120,150
12.04.2018 11:07:23.055 GMT-0400,174.313,174.297,120,190
12.04.2018 11:07:24.754 GMT-0400,174.312,174.298,120,150
12.04.2018 11:07:25.035 GMT-0400,174.322,174.298,120,680
12.04.2018 11:07:25.142 GMT-0400,174.322,174.308,120,75
12.04.2018 11:07:25.793 GMT-0400,174.323,174.30700000000002,120,220
12.04.2018 11:07:25.847 GMT-0400,174.33200000000002,174.308,100,520
12.04.2018 11:07:26.718 GMT-0400,174.333,174.317,100,300
12.04.2018 11:07:27.791 GMT-0400,174.33200000000002,174.31799999999998,120,220
12.04.2018 11:07:28.870 GMT-0400,174.333,174.317,120,220
12.04.2018 11:07:29.693 GMT-0400,174.33200000000002,174.31799999999998,120,300
12.04.2018 11:07:30.125 GMT-0400,174.35,174.31799999999998,58,520
12.04.2018 11:07:30.176 GMT-0400,174.343,174.317,120,10700.0005
12.04.2018 11:07:31.064 GMT-0400,174.342,174.31799999999998,120,450
12.04.2018 11:07:31.605 GMT-0400,174.343,174.317,120,300
12.04.2018 11:07:31.942 GMT-0400,174.323,174.297,120,150
12.04.2018 11:07:32.284 GMT-0400,174.313,174.297,120,150
12.04.2018 11:07:32.786 GMT-0400,174.303,174.287,120,75
12.04.2018 11:07:32.837 GMT-0400,174.30200000000002,174.27700000000002,58,150
12.04.2018 11:07:32.952 GMT-0400,174.313,174.287,120,75
12.04.2018 11:07:33.163 GMT-0400,174.313,174.27700000000002,120,10200.0004
12.04.2018 11:07:33.360 GMT-0400,174.293,174.27700000000002,120,10300.0002
12.04.2018 11:07:33.411 GMT-0400,174.303,174.27700000000002,100,220
12.04.2018 11:07:33.511 GMT-0400,174.312,174.28799999999998,10999.9999,150
12.04.2018 11:07:33.860 GMT-0400,174.312,174.29500000000002,10999.9999,75
12.04.2018 11:07:33.910 GMT-0400,174.312,174.28799999999998,120,220
12.04.2018 11:07:34.358 GMT-0400,174.312,174.298,120,75
12.04.2018 11:07:34.989 GMT-0400,174.313,174.297,120,75
12.04.2018 11:07:35.400 GMT-0400,174.30200000000002,174.28799999999998,120,220
12.04.2018 11:07:35.749 GMT-0400,174.312,174.28799999999998,120,220
12.04.2018 11:07:36.298 GMT-0400,174.312,174.298,120,77
12.04.2018 11:07:36.936 GMT-0400,174.313,174.287,120,300
12.04.2018 11:07:37.706 GMT-0400,174.312,174.28799999999998,120,220
12.04.2018 11:07:37.783 GMT-0400,174.30200000000002,174.28799999999998,100,220
12.04.2018 11:07:37.934 GMT-0400,174.312,174.28799999999998,120,300
12.04.2018 11:07:37.985 GMT-0400,174.312,174.298,120,150
12.04.2018 11:07:38.909 GMT-0400,174.313,174.297,120,150
12.04.2018 11:07:39.703 GMT-0400,174.312,174.298,120,75
12.04.2018 11:07:40.212 GMT-0400,174.313,174.297,120,75
12.04.2018 11:07:40.682 GMT-0400,174.331,174.31400000000002,58,75
12.04.2018 11:07:41.195 GMT-0400,174.343,174.327,120,300
12.04.2018 11:07:41.363 GMT-0400,174.342,174.31799999999998,120,150
12.04.2018 11:07:41.677 GMT-0400,174.333,174.317,120,220
12.04.2018 11:07:43.051 GMT-0400,174.33200000000002,174.31799999999998,100,340
12.04.2018 11:07:43.740 GMT-0400,174.343,174.327,120,150
12.04.2018 11:07:44.484 GMT-0400,174.342,174.328,120,220
12.04.2018 11:07:45.028 GMT-0400,174.343,174.327,120,75
12.04.2018 11:07:46.691 GMT-0400,174.342,174.328,120,220
12.04.2018 11:07:46.967 GMT-0400,174.353,174.33700000000002,120,75
12.04.2018 11:07:48.152 GMT-0400,174.352,174.338,120,150
12.04.2018 11:07:48.867 GMT-0400,174.353,174.33700000000002,120,150
12.04.2018 11:07:51.046 GMT-0400,174.352,174.338,120,490
12.04.2018 11:07:52.171 GMT-0400,174.353,174.33700000000002,120,450
12.04.2018 11:07:52.632 GMT-0400,174.353,174.33700000000002,120,450
12.04.2018 11:07:52.733 GMT-0400,174.36200000000002,174.338,100,750
12.04.2018 11:07:53.074 GMT-0400,174.363,174.347,100,75
12.04.2018 11:07:53.839 GMT-0400,174.36200000000002,174.34799999999998,100,150
12.04.2018 11:07:55.100 GMT-0400,174.363,174.347,120,420
12.04.2018 11:07:55.925 GMT-0400,174.36200000000002,174.34799999999998,120,380
12.04.2018 11:07:57.363 GMT-0400,174.372,174.34799999999998,10200.0004,690
12.04.2018 11:07:57.413 GMT-0400,174.372,174.358,120,150
12.04.2018 11:07:57.702 GMT-0400,174.39200000000002,174.368,120,270
12.04.2018 11:07:58.001 GMT-0400,174.393,174.377,120,150
12.04.2018 11:07:58.052 GMT-0400,174.39200000000002,174.368,120,450
12.04.2018 11:07:58.542 GMT-0400,174.39200000000002,174.378,120,75
12.04.2018 11:07:58.645 GMT-0400,174.41299999999998,174.387,120,150
12.04.2018 11:07:58.695 GMT-0400,174.41299999999998,174.39700000000002,120,150
12.04.2018 11:07:59.408 GMT-0400,174.422,174.398,3,220
12.04.2018 11:07:59.458 GMT-0400,174.422,174.408,3,150
12.04.2018 11:08:00.449 GMT-0400,174.442,174.407,120,9999.9998
12.04.2018 11:08:00.541 GMT-0400,174.448,174.407,58,9999.9998
12.04.2018 11:08:00.930 GMT-0400,174.448,174.407,58,10499.9999
12.04.2018 11:08:01.432 GMT-0400,174.44299999999998,174.407,120,340
12.04.2018 11:08:01.698 GMT-0400,174.442,174.418,120,370
12.04.2018 11:08:02.346 GMT-0400,174.44299999999998,174.417,100,450
12.04.2018 11:08:02.656 GMT-0400,174.43200000000002,174.418,120,370
12.04.2018 11:08:03.241 GMT-0400,174.44299999999998,174.42700000000002,120,10
12.04.2018 11:08:03.476 GMT-0400,174.43200000000002,174.418,120,370
12.04.2018 11:08:04.398 GMT-0400,174.44299999999998,174.417,120,370
12.04.2018 11:08:04.748 GMT-0400,174.433,174.417,1,370
12.04.2018 11:08:05.920 GMT-0400,174.433,174.407,120,190
12.04.2018 11:08:06.065 GMT-0400,174.433,174.417,120,75
12.04.2018 11:08:06.501 GMT-0400,174.442,174.428,90,39
12.04.2018 11:08:06.589 GMT-0400,174.442,174.418,90,220
12.04.2018 11:08:07.070 GMT-0400,174.453,174.437,100,40
12.04.2018 11:08:07.121 GMT-0400,174.442,174.418,120,75
12.04.2018 11:08:07.602 GMT-0400,174.442,174.428,120,75
12.04.2018 11:08:08.151 GMT-0400,174.44299999999998,174.42700000000002,120,300
12.04.2018 11:08:08.970 GMT-0400,174.442,174.428,120,450
12.04.2018 11:08:09.363 GMT-0400,174.43200000000002,174.418,120,150
12.04.2018 11:08:09.581 GMT-0400,174.422,174.39700000000002,58,150
12.04.2018 11:08:09.631 GMT-0400,174.412,174.398,120,150
12.04.2018 11:08:09.908 GMT-0400,174.422,174.398,10599.9997,150
12.04.2018 11:08:10.223 GMT-0400,174.412,174.398,120,150
12.04.2018 11:08:10.274 GMT-0400,174.422,174.39700000000002,58,150
12.04.2018 11:08:10.597 GMT-0400,174.422,174.408,120,75
12.04.2018 11:08:11.177 GMT-0400,174.423,174.407,120,150
12.04.2018 11:08:11.415 GMT-0400,174.41299999999998,174.387,120,220
12.04.2018 11:08:11.466 GMT-0400,174.40200000000002,174.388,120,220
12.04.2018 11:08:11.788 GMT-0400,174.394,174.378,120,370
12.04.2018 11:08:12.546 GMT-0400,174.412,174.377,58,370
12.04.2018 11:08:12.631 GMT-0400,174.393,174.377,120,370
12.04.2018 11:08:12.691 GMT-0400,174.412,174.388,10300.0002,180
12.04.2018 11:08:12.741 GMT-0400,174.412,174.395,58,30
12.04.2018 11:08:13.019 GMT-0400,174.422,174.398,120,30
12.04.2018 11:08:13.231 GMT-0400,174.412,174.398,120,75
12.04.2018 11:08:13.282 GMT-0400,174.41299999999998,174.387,120,7499.9998
12.04.2018 11:08:14.616 GMT-0400,174.412,174.388,120,75
12.04.2018 11:08:14.900 GMT-0400,174.403,174.387,120,75
12.04.2018 11:08:14.950 GMT-0400,174.412,174.388,120,75
12.04.2018 11:08:15.001 GMT-0400,174.40200000000002,174.388,120,75
12.04.2018 11:08:15.193 GMT-0400,174.41299999999998,174.387,120,75
12.04.2018 11:08:15.370 GMT-0400,174.423,174.387,120,150
12.04.2018 11:08:15.673 GMT-0400,174.423,174.39700000000002,120,75
12.04.2018 11:08:16.106 GMT-0400,174.43200000000002,174.398,10700.0005,300
12.04.2018 11:08:17.543 GMT-0400,174.433,174.407,100,110
12.04.2018 11:08:17.593 GMT-0400,174.433,174.398,120,7499.9998
12.04.2018 11:08:18.306 GMT-0400,174.43200000000002,174.398,120,10499.9999
12.04.2018 11:08:18.910 GMT-0400,174.433,174.407,100,76
12.04.2018 11:08:19.351 GMT-0400,174.422,174.408,120,150
12.04.2018 11:08:20.336 GMT-0400,174.433,174.417,120,120
12.04.2018 11:08:20.437 GMT-0400,174.453,174.42700000000002,120,490
12.04.2018 11:08:20.538 GMT-0400,174.442,174.418,120,370
12.04.2018 11:08:20.589 GMT-0400,174.442,174.408,120,600
12.04.2018 11:08:20.713 GMT-0400,174.442,174.418,120,820
12.04.2018 11:08:21.226 GMT-0400,174.44299999999998,174.417,120,710
12.04.2018 11:08:21.647 GMT-0400,174.453,174.437,120,9
12.04.2018 11:08:22.384 GMT-0400,174.422,174.388,58,600
12.04.2018 11:08:22.434 GMT-0400,174.403,174.387,120,520
12.04.2018 11:08:22.916 GMT-0400,174.412,174.388,17899.9994,530
12.04.2018 11:08:23.477 GMT-0400,174.39200000000002,174.37900000000002,120,7499.9998
12.04.2018 11:08:24.060 GMT-0400,174.393,174.377,120,490
12.04.2018 11:08:24.563 GMT-0400,174.39200000000002,174.378,120,75
12.04.2018 11:08:25.353 GMT-0400,174.39200000000002,174.368,100,220
12.04.2018 11:08:25.403 GMT-0400,174.383,174.36700000000002,120,220
12.04.2018 11:08:26.029 GMT-0400,174.373,174.357,120,300
12.04.2018 11:08:26.873 GMT-0400,174.372,174.358,120,370
12.04.2018 11:08:27.687 GMT-0400,174.382,174.358,120,370
12.04.2018 11:08:27.738 GMT-0400,174.393,174.36700000000002,10700.0005,340
12.04.2018 11:08:28.185 GMT-0400,174.382,174.368,120,220
12.04.2018 11:08:29.108 GMT-0400,174.383,174.36700000000002,100,110
12.04.2018 11:08:29.209 GMT-0400,174.383,174.357,120,370
12.04.2018 11:08:29.907 GMT-0400,174.382,174.358,120,370
12.04.2018 11:08:30.572 GMT-0400,174.383,174.357,100,370
12.04.2018 11:08:31.120 GMT-0400,174.382,174.358,120,370
12.04.2018 11:08:32.141 GMT-0400,174.383,174.357,120,370
12.04.2018 11:08:33.689 GMT-0400,174.383,174.36700000000002,120,300
12.04.2018 11:08:34.247 GMT-0400,174.382,174.368,120,220
12.04.2018 11:08:36.067 GMT-0400,174.383,174.36700000000002,120,560
12.04.2018 11:08:37.067 GMT-0400,174.382,174.368,120,560
12.04.2018 11:08:39.052 GMT-0400,174.383,174.36700000000002,120,640
12.04.2018 11:08:39.731 GMT-0400,174.40200000000002,174.378,100,860
12.04.2018 11:08:39.791 GMT-0400,174.39200000000002,174.378,100,150
12.04.2018 11:08:40.288 GMT-0400,174.40200000000002,174.388,120,1
12.04.2018 11:08:41.955 GMT-0400,174.40200000000002,174.38,120,7499.9998
12.04.2018 11:08:42.129 GMT-0400,174.39200000000002,174.377,58,75
12.04.2018 11:08:42.247 GMT-0400,174.383,174.36700000000002,120,520
12.04.2018 11:08:42.482 GMT-0400,174.382,174.358,120,300
12.04.2018 11:08:42.533 GMT-0400,174.372,174.358,100,300
12.04.2018 11:08:42.584 GMT-0400,174.37900000000002,174.358,58,300
12.04.2018 11:08:42.685 GMT-0400,174.39200000000002,174.368,120,190
12.04.2018 11:08:42.901 GMT-0400,174.39200000000002,174.378,120,75
12.04.2018 11:08:43.002 GMT-0400,174.403,174.377,120,150
12.04.2018 11:08:43.990 GMT-0400,174.393,174.377,100,300
