Local time,Ask,Bid,AskVolume,BidVolume
12.04.2018 12:11:19.765 GMT-0400,174.521,174.48700000000002,57,370
12.04.2018 12:11:20.428 GMT-0400,174.521,174.488,57,450
12.04.2018 12:11:20.946 GMT-0400,174.52200000000002,174.488,120,220
12.04.2018 12:11:21.471 GMT-0400,174.53099999999998,174.497,57,610
12.04.2018 12:11:21.801 GMT-0400,174.532,174.508,120,150
12.04.2018 12:11:22.335 GMT-0400,174.523,174.507,100,220
12.04.2018 12:11:22.901 GMT-0400,174.52200000000002,174.508,120,300
12.04.2018 12:11:23.414 GMT-0400,174.523,174.507,120,220
12.04.2018 12:11:23.986 GMT-0400,174.52599999999998,174.50900000000001,120,7499.9998
12.04.2018 12:11:24.087 GMT-0400,174.542,174.50900000000001,120,7499.9998
12.04.2018 12:11:24.349 GMT-0400,174.542,174.518,120,75
12.04.2018 12:11:24.777 GMT-0400,174.532,174.518,120,150
12.04.2018 12:11:25.157 GMT-0400,174.542,174.518,120,220
12.04.2018 12:11:25.709 GMT-0400,174.542,174.528,120,75
12.04.2018 12:11:26.754 GMT-0400,174.543,174.52700000000002,100,150
12.04.2018 12:11:27.416 GMT-0400,174.542,174.528,120,75
12.04.2018 12:11:28.702 GMT-0400,174.543,174.52700000000002,100,220
12.04.2018 12:11:29.370 GMT-0400,174.542,174.528,120,220
12.04.2018 12:11:29.800 GMT-0400,174.563,174.537,100,150
12.04.2018 12:11:30.428 GMT-0400,174.563,174.532,120,7499.9998
12.04.2018 12:11:30.657 GMT-0400,174.562,174.548,120,150
12.04.2018 12:11:31.569 GMT-0400,174.55200000000002,174.528,120,150
12.04.2018 12:11:32.609 GMT-0400,174.543,174.52700000000002,120,150
12.04.2018 12:11:33.150 GMT-0400,174.542,174.528,120,220
12.04.2018 12:11:33.728 GMT-0400,174.543,174.52700000000002,100,300
12.04.2018 12:11:34.356 GMT-0400,174.55200000000002,174.537,57,77
12.04.2018 12:11:34.407 GMT-0400,174.562,174.53799999999998,120,77
12.04.2018 12:11:34.852 GMT-0400,174.573,174.547,120,300
12.04.2018 12:11:35.573 GMT-0400,174.572,174.548,100,300
12.04.2018 12:11:36.341 GMT-0400,174.573,174.547,120,370
12.04.2018 12:11:36.953 GMT-0400,174.572,174.548,120,450
12.04.2018 12:11:37.586 GMT-0400,174.573,174.547,120,450
12.04.2018 12:11:38.309 GMT-0400,174.562,174.548,120,300
12.04.2018 12:11:38.546 GMT-0400,174.572,174.548,120,300
12.04.2018 12:11:38.803 GMT-0400,174.55200000000002,174.528,100,370
12.04.2018 12:11:39.661 GMT-0400,174.562,174.528,120,300
12.04.2018 12:11:40.339 GMT-0400,174.563,174.52700000000002,120,370
12.04.2018 12:11:40.676 GMT-0400,174.55200000000002,174.528,120,300
12.04.2018 12:11:41.269 GMT-0400,174.553,174.52700000000002,100,450
12.04.2018 12:11:42.752 GMT-0400,174.55200000000002,174.528,120,450
12.04.2018 12:11:43.361 GMT-0400,174.553,174.52700000000002,120,450
12.04.2018 12:11:44.012 GMT-0400,174.55200000000002,174.528,120,520
12.04.2018 12:11:44.683 GMT-0400,174.553,174.52700000000002,120,670
12.04.2018 12:11:45.342 GMT-0400,174.55200000000002,174.528,120,820
12.04.2018 12:11:46.103 GMT-0400,174.553,174.52700000000002,120,670
12.04.2018 12:11:46.662 GMT-0400,174.55200000000002,174.528,120,670
12.04.2018 12:11:47.006 GMT-0400,174.55200000000002,174.53799999999998,120,7499.9998
12.04.2018 12:11:47.056 GMT-0400,174.563,174.547,100,110
12.04.2018 12:11:47.599 GMT-0400,174.572,174.558,57,300
12.04.2018 12:11:47.650 GMT-0400,174.58200000000002,174.558,120,230
12.04.2018 12:11:48.045 GMT-0400,174.58200000000002,174.56799999999998,100,150
12.04.2018 12:11:48.632 GMT-0400,174.583,174.567,100,220
12.04.2018 12:11:49.270 GMT-0400,174.58200000000002,174.56799999999998,100,300
12.04.2018 12:11:49.524 GMT-0400,174.593,174.577,120,230
12.04.2018 12:11:50.068 GMT-0400,174.592,174.578,48,150
12.04.2018 12:11:50.119 GMT-0400,174.593,174.567,120,300
12.04.2018 12:11:50.170 GMT-0400,174.58200000000002,174.558,120,520
12.04.2018 12:11:50.321 GMT-0400,174.563,174.537,7950.0005,520
12.04.2018 12:11:50.372 GMT-0400,174.553,174.52700000000002,120,980
12.04.2018 12:11:51.005 GMT-0400,174.55200000000002,174.528,120,600
12.04.2018 12:11:51.384 GMT-0400,174.55200000000002,174.53799999999998,120,150
12.04.2018 12:11:51.894 GMT-0400,174.572,174.548,120,150
12.04.2018 12:11:52.498 GMT-0400,174.573,174.547,120,190
12.04.2018 12:11:53.372 GMT-0400,174.572,174.548,120,260
12.04.2018 12:11:54.160 GMT-0400,174.573,174.547,120,110
12.04.2018 12:11:54.842 GMT-0400,174.572,174.548,120,260
12.04.2018 12:11:55.407 GMT-0400,174.573,174.547,120,340
12.04.2018 12:11:57.203 GMT-0400,174.572,174.548,120,260
12.04.2018 12:11:57.713 GMT-0400,174.573,174.547,100,640
12.04.2018 12:11:59.344 GMT-0400,174.572,174.548,100,710
12.04.2018 12:11:59.983 GMT-0400,174.573,174.547,120,710
12.04.2018 12:12:00.614 GMT-0400,174.572,174.548,120,680
12.04.2018 12:12:02.696 GMT-0400,174.573,174.547,100,790
12.04.2018 12:12:03.323 GMT-0400,174.572,174.548,120,750
12.04.2018 12:12:05.737 GMT-0400,174.573,174.547,100,900
12.04.2018 12:12:06.604 GMT-0400,174.572,174.548,120,900
12.04.2018 12:12:08.537 GMT-0400,174.573,174.547,120,830
12.04.2018 12:12:09.184 GMT-0400,174.592,174.56799999999998,120,82
12.04.2018 12:12:09.516 GMT-0400,174.593,174.577,120,150
12.04.2018 12:12:10.411 GMT-0400,174.592,174.578,120,300
12.04.2018 12:12:10.589 GMT-0400,174.613,174.597,120,75
12.04.2018 12:12:10.690 GMT-0400,174.602,174.578,120,10400
12.04.2018 12:12:11.306 GMT-0400,174.603,174.578,120,7499.9998
12.04.2018 12:12:11.633 GMT-0400,174.61200000000002,174.578,120,370
12.04.2018 12:12:13.005 GMT-0400,174.613,174.577,120,670
12.04.2018 12:12:13.517 GMT-0400,174.602,174.578,120,370
12.04.2018 12:12:14.053 GMT-0400,174.613,174.577,120,300
12.04.2018 12:12:14.147 GMT-0400,174.602,174.578,120,300
12.04.2018 12:12:14.507 GMT-0400,174.61200000000002,174.578,120,670
12.04.2018 12:12:14.729 GMT-0400,174.61200000000002,174.59799999999998,100,450
12.04.2018 12:12:15.000 GMT-0400,174.622,174.59799999999998,120,520
12.04.2018 12:12:16.261 GMT-0400,174.623,174.597,120,220
12.04.2018 12:12:16.959 GMT-0400,174.622,174.59799999999998,120,150
12.04.2018 12:12:18.030 GMT-0400,174.61200000000002,174.588,120,450
12.04.2018 12:12:18.605 GMT-0400,174.613,174.58700000000002,120,370
12.04.2018 12:12:19.139 GMT-0400,174.61200000000002,174.588,120,370
12.04.2018 12:12:20.100 GMT-0400,174.613,174.58700000000002,120,370
12.04.2018 12:12:21.830 GMT-0400,174.603,174.58700000000002,100,750
12.04.2018 12:12:24.017 GMT-0400,174.602,174.588,100,900
12.04.2018 12:12:24.307 GMT-0400,174.613,174.597,57,520
12.04.2018 12:12:24.577 GMT-0400,174.613,174.606,57,50
12.04.2018 12:12:24.628 GMT-0400,174.623,174.607,100,150
12.04.2018 12:12:27.264 GMT-0400,174.622,174.608,120,520
12.04.2018 12:12:27.908 GMT-0400,174.623,174.607,120,670
12.04.2018 12:12:28.307 GMT-0400,174.61200000000002,174.601,120,7499.9998
12.04.2018 12:12:28.446 GMT-0400,174.603,174.58700000000002,120,750
12.04.2018 12:12:28.880 GMT-0400,174.623,174.597,120,88
12.04.2018 12:12:29.882 GMT-0400,174.622,174.59799999999998,120,520
12.04.2018 12:12:30.446 GMT-0400,174.623,174.597,120,520
12.04.2018 12:12:30.982 GMT-0400,174.622,174.608,120,75
12.04.2018 12:12:31.033 GMT-0400,174.622,174.59799999999998,120,520
12.04.2018 12:12:31.541 GMT-0400,174.623,174.597,120,600
12.04.2018 12:12:31.881 GMT-0400,174.61200000000002,174.59799999999998,120,520
12.04.2018 12:12:31.932 GMT-0400,174.623,174.597,120,520
12.04.2018 12:12:32.306 GMT-0400,174.61200000000002,174.59799999999998,120,520
12.04.2018 12:12:32.860 GMT-0400,174.613,174.597,120,520
12.04.2018 12:12:33.632 GMT-0400,174.622,174.59799999999998,120,670
12.04.2018 12:12:36.541 GMT-0400,174.623,174.597,120,750
12.04.2018 12:12:37.152 GMT-0400,174.622,174.59799999999998,120,670
12.04.2018 12:12:39.072 GMT-0400,174.623,174.597,120,750
12.04.2018 12:12:40.286 GMT-0400,174.61200000000002,174.59799999999998,120,670
12.04.2018 12:12:40.711 GMT-0400,174.623,174.597,120,670
12.04.2018 12:12:41.330 GMT-0400,174.613,174.597,120,670
12.04.2018 12:12:41.830 GMT-0400,174.603,174.58700000000002,120,600
12.04.2018 12:12:42.519 GMT-0400,174.602,174.588,120,600
12.04.2018 12:12:43.055 GMT-0400,174.583,174.567,120,75
12.04.2018 12:12:43.753 GMT-0400,174.58200000000002,174.56799999999998,120,75
12.04.2018 12:12:44.135 GMT-0400,174.573,174.55700000000002,120,220
12.04.2018 12:12:44.649 GMT-0400,174.563,174.547,100,770
12.04.2018 12:12:45.153 GMT-0400,174.562,174.548,100,250
12.04.2018 12:12:45.338 GMT-0400,174.58200000000002,174.55700000000002,57,150
12.04.2018 12:12:45.388 GMT-0400,174.583,174.567,120,75
12.04.2018 12:12:45.782 GMT-0400,174.573,174.55700000000002,120,75
12.04.2018 12:12:46.393 GMT-0400,174.572,174.558,120,150
12.04.2018 12:12:47.053 GMT-0400,174.573,174.55700000000002,120,150
12.04.2018 12:12:48.103 GMT-0400,174.583,174.567,120,220
12.04.2018 12:12:48.361 GMT-0400,174.602,174.578,120,150
12.04.2018 12:12:48.461 GMT-0400,174.592,174.56799999999998,120,150
12.04.2018 12:12:49.029 GMT-0400,174.602,174.578,120,150
12.04.2018 12:12:49.590 GMT-0400,174.603,174.577,120,75
12.04.2018 12:12:51.396 GMT-0400,174.602,174.578,120,670
12.04.2018 12:12:52.019 GMT-0400,174.603,174.577,120,300
12.04.2018 12:12:53.164 GMT-0400,174.602,174.578,120,300
12.04.2018 12:12:53.724 GMT-0400,174.603,174.577,120,370
12.04.2018 12:12:54.074 GMT-0400,174.602,174.588,120,3
12.04.2018 12:12:54.393 GMT-0400,174.58200000000002,174.558,8250,300
12.04.2018 12:12:54.647 GMT-0400,174.58200000000002,174.567,57,150
12.04.2018 12:12:54.849 GMT-0400,174.592,174.56799999999998,100,150
12.04.2018 12:12:55.396 GMT-0400,174.593,174.567,100,220
12.04.2018 12:12:55.908 GMT-0400,174.592,174.56799999999998,120,150
12.04.2018 12:12:56.064 GMT-0400,174.58200000000002,174.56799999999998,120,150
12.04.2018 12:12:56.746 GMT-0400,174.583,174.567,120,150
12.04.2018 12:12:57.407 GMT-0400,174.58200000000002,174.56799999999998,120,150
12.04.2018 12:12:58.052 GMT-0400,174.583,174.567,120,150
12.04.2018 12:12:58.592 GMT-0400,174.593,174.567,120,220
12.04.2018 12:12:59.388 GMT-0400,174.592,174.56799999999998,120,150
12.04.2018 12:13:00.228 GMT-0400,174.603,174.58700000000002,120,150
12.04.2018 12:13:00.279 GMT-0400,174.602,174.578,120,160
12.04.2018 12:13:00.341 GMT-0400,174.603,174.58700000000002,120,75
12.04.2018 12:13:01.097 GMT-0400,174.608,174.588,57,380
12.04.2018 12:13:01.418 GMT-0400,174.603,174.577,120,150
12.04.2018 12:13:01.469 GMT-0400,174.593,174.567,120,220
12.04.2018 12:13:02.136 GMT-0400,174.592,174.56799999999998,120,220
12.04.2018 12:13:02.315 GMT-0400,174.603,174.577,120,1
12.04.2018 12:13:03.450 GMT-0400,174.603,174.58700000000002,120,150
12.04.2018 12:13:04.008 GMT-0400,174.602,174.588,100,600
12.04.2018 12:13:04.258 GMT-0400,174.61200000000002,174.588,7950.0005,600
12.04.2018 12:13:05.054 GMT-0400,174.613,174.58700000000002,120,640
12.04.2018 12:13:05.104 GMT-0400,174.623,174.597,120,300
12.04.2018 12:13:05.439 GMT-0400,174.603,174.58700000000002,120,560
12.04.2018 12:13:05.990 GMT-0400,174.602,174.588,120,560
12.04.2018 12:13:07.115 GMT-0400,174.602,174.578,120,76
12.04.2018 12:13:07.639 GMT-0400,174.603,174.577,120,76
12.04.2018 12:13:07.690 GMT-0400,174.602,174.588,100,370
12.04.2018 12:13:08.424 GMT-0400,174.603,174.58700000000002,120,300
12.04.2018 12:13:09.057 GMT-0400,174.602,174.588,120,410
12.04.2018 12:13:09.340 GMT-0400,174.622,174.59799999999998,120,180
12.04.2018 12:13:09.844 GMT-0400,174.632,174.608,120,450
12.04.2018 12:13:10.255 GMT-0400,174.623,174.597,120,150
12.04.2018 12:13:10.759 GMT-0400,174.61200000000002,174.59799999999998,100,370
12.04.2018 12:13:11.218 GMT-0400,174.623,174.597,120,300
12.04.2018 12:13:11.720 GMT-0400,174.622,174.59799999999998,120,370
12.04.2018 12:13:12.260 GMT-0400,174.623,174.597,120,410
12.04.2018 12:13:12.922 GMT-0400,174.622,174.59799999999998,120,260
12.04.2018 12:13:13.164 GMT-0400,174.61200000000002,174.59799999999998,120,36
12.04.2018 12:13:13.215 GMT-0400,174.61200000000002,174.588,120,340
12.04.2018 12:13:13.810 GMT-0400,174.61200000000002,174.58700000000002,57,340
12.04.2018 12:13:13.864 GMT-0400,174.592,174.578,120,230
12.04.2018 12:13:14.292 GMT-0400,174.583,174.567,120,230
12.04.2018 12:13:14.904 GMT-0400,174.58200000000002,174.56799999999998,120,110
12.04.2018 12:13:15.625 GMT-0400,174.593,174.567,120,150
12.04.2018 12:13:15.698 GMT-0400,174.58200000000002,174.56799999999998,120,150
12.04.2018 12:13:16.299 GMT-0400,174.583,174.567,120,150
12.04.2018 12:13:16.973 GMT-0400,174.58200000000002,174.56799999999998,120,150
12.04.2018 12:13:18.603 GMT-0400,174.583,174.567,120,150
12.04.2018 12:13:19.785 GMT-0400,174.593,174.577,120,230
12.04.2018 12:13:20.579 GMT-0400,174.592,174.578,10,220
12.04.2018 12:13:22.116 GMT-0400,174.593,174.577,120,190
12.04.2018 12:13:22.662 GMT-0400,174.592,174.578,120,150
12.04.2018 12:13:22.857 GMT-0400,174.603,174.58700000000002,120,230
12.04.2018 12:13:23.561 GMT-0400,174.603,174.577,120,75
12.04.2018 12:13:24.405 GMT-0400,174.603,174.58700000000002,120,150
12.04.2018 12:13:24.677 GMT-0400,174.61200000000002,174.588,120,220
12.04.2018 12:13:25.825 GMT-0400,174.602,174.588,120,340
12.04.2018 12:13:26.379 GMT-0400,174.613,174.597,120,180
12.04.2018 12:13:26.431 GMT-0400,174.623,174.597,120,180
12.04.2018 12:13:27.207 GMT-0400,174.622,174.59799999999998,120,150
12.04.2018 12:13:27.429 GMT-0400,174.613,174.58700000000002,120,220
12.04.2018 12:13:27.554 GMT-0400,174.61200000000002,174.59799999999998,120,400
12.04.2018 12:13:27.655 GMT-0400,174.603,174.58700000000002,120,150
12.04.2018 12:13:28.199 GMT-0400,174.602,174.588,120,150
12.04.2018 12:13:28.429 GMT-0400,174.61200000000002,174.588,120,220
12.04.2018 12:13:28.604 GMT-0400,174.61200000000002,174.59799999999998,120,75
12.04.2018 12:13:29.187 GMT-0400,174.613,174.597,120,150
12.04.2018 12:13:29.704 GMT-0400,174.61200000000002,174.59799999999998,120,520
12.04.2018 12:13:30.155 GMT-0400,174.622,174.59799999999998,120,520
12.04.2018 12:13:31.064 GMT-0400,174.623,174.607,120,150
12.04.2018 12:13:31.115 GMT-0400,174.622,174.59799999999998,120,520
12.04.2018 12:13:31.450 GMT-0400,174.622,174.608,120,75
12.04.2018 12:13:32.219 GMT-0400,174.623,174.607,120,220
12.04.2018 12:13:33.488 GMT-0400,174.622,174.608,120,220
12.04.2018 12:13:34.199 GMT-0400,174.623,174.607,120,300
12.04.2018 12:13:34.249 GMT-0400,174.632,174.608,120,300
12.04.2018 12:13:34.350 GMT-0400,174.623,174.607,120,220
12.04.2018 12:13:34.929 GMT-0400,174.602,174.588,120,220
12.04.2018 12:13:35.401 GMT-0400,174.592,174.578,120,220
12.04.2018 12:13:36.372 GMT-0400,174.583,174.567,120,10099.9996
12.04.2018 12:13:36.423 GMT-0400,174.572,174.55700000000002,57,75
12.04.2018 12:13:37.189 GMT-0400,174.573,174.55700000000002,120,300
12.04.2018 12:13:37.719 GMT-0400,174.562,174.549,120,7499.9998
12.04.2018 12:13:38.439 GMT-0400,174.563,174.547,120,250
12.04.2018 12:13:39.051 GMT-0400,174.562,174.548,120,170
12.04.2018 12:13:39.633 GMT-0400,174.563,174.547,120,250
12.04.2018 12:13:40.075 GMT-0400,174.55200000000002,174.53799999999998,120,10400
12.04.2018 12:13:40.127 GMT-0400,174.55200000000002,174.528,120,370
12.04.2018 12:13:40.399 GMT-0400,174.55200000000002,174.53799999999998,120,75
12.04.2018 12:13:40.680 GMT-0400,174.553,174.52700000000002,120,370
12.04.2018 12:13:40.812 GMT-0400,174.56099999999998,174.537,57,75
12.04.2018 12:13:41.115 GMT-0400,174.542,174.528,100,220
12.04.2018 12:13:42.251 GMT-0400,174.523,174.507,120,220
12.04.2018 12:13:42.800 GMT-0400,174.52200000000002,174.508,120,220
12.04.2018 12:13:44.345 GMT-0400,174.523,174.507,100,370
12.04.2018 12:13:45.856 GMT-0400,174.52200000000002,174.508,120,220
12.04.2018 12:13:46.149 GMT-0400,174.532,174.518,100,220
12.04.2018 12:13:46.342 GMT-0400,174.532,174.508,120,370
12.04.2018 12:13:47.702 GMT-0400,174.533,174.507,120,370
12.04.2018 12:13:49.054 GMT-0400,174.532,174.508,120,450
12.04.2018 12:13:49.313 GMT-0400,174.52200000000002,174.508,120,300
12.04.2018 12:13:50.170 GMT-0400,174.513,174.498,120,7499.9998
12.04.2018 12:13:50.272 GMT-0400,174.519,174.498,57,86
12.04.2018 12:13:51.173 GMT-0400,174.52200000000002,174.498,120,350
12.04.2018 12:13:52.301 GMT-0400,174.532,174.507,57,110
12.04.2018 12:13:52.959 GMT-0400,174.532,174.508,8100.0002,37
12.04.2018 12:13:53.281 GMT-0400,174.513,174.497,120,160
12.04.2018 12:13:54.137 GMT-0400,174.519,174.497,57,160
12.04.2018 12:13:54.827 GMT-0400,174.512,174.498,120,160
12.04.2018 12:13:55.148 GMT-0400,174.502,174.488,120,150
12.04.2018 12:13:55.658 GMT-0400,174.503,174.48700000000002,7569.9999,220
12.04.2018 12:13:55.708 GMT-0400,174.503,174.477,8019.9996,470
12.04.2018 12:13:55.884 GMT-0400,174.482,174.47,100,7499.9998
12.04.2018 12:13:55.940 GMT-0400,174.493,174.467,120,220
12.04.2018 12:13:56.128 GMT-0400,174.483,174.467,100,260
12.04.2018 12:13:56.178 GMT-0400,174.493,174.467,120,260
12.04.2018 12:13:56.347 GMT-0400,174.502,174.478,120,110
12.04.2018 12:13:56.942 GMT-0400,174.483,174.467,120,260
12.04.2018 12:13:56.993 GMT-0400,174.502,174.468,120,340
12.04.2018 12:13:57.043 GMT-0400,174.503,174.477,120,75
12.04.2018 12:13:57.094 GMT-0400,174.503,174.467,120,340
12.04.2018 12:13:57.144 GMT-0400,174.49200000000002,174.468,120,340
12.04.2018 12:13:57.195 GMT-0400,174.502,174.468,120,340
12.04.2018 12:13:57.296 GMT-0400,174.502,174.478,120,75
12.04.2018 12:13:57.346 GMT-0400,174.502,174.468,120,340
12.04.2018 12:13:57.933 GMT-0400,174.503,174.467,120,410
12.04.2018 12:13:58.365 GMT-0400,174.49200000000002,174.468,100,340
12.04.2018 12:13:58.604 GMT-0400,174.503,174.477,120,75
12.04.2018 12:13:59.254 GMT-0400,174.502,174.478,120,190
12.04.2018 12:13:59.563 GMT-0400,174.49200000000002,174.478,100,190
12.04.2018 12:13:59.784 GMT-0400,174.503,174.477,120,340
12.04.2018 12:13:59.920 GMT-0400,174.49200000000002,174.468,110,300
12.04.2018 12:14:00.149 GMT-0400,174.502,174.468,120,340
12.04.2018 12:14:00.199 GMT-0400,174.49200000000002,174.468,120,220
12.04.2018 12:14:00.610 GMT-0400,174.503,174.467,120,300
12.04.2018 12:14:01.196 GMT-0400,174.502,174.468,120,340
12.04.2018 12:14:01.576 GMT-0400,174.482,174.468,120,340
12.04.2018 12:14:01.853 GMT-0400,174.49200000000002,174.468,7950.0005,410
12.04.2018 12:14:03.263 GMT-0400,174.483,174.467,120,260
12.04.2018 12:14:03.497 GMT-0400,174.493,174.467,120,220
12.04.2018 12:14:03.671 GMT-0400,174.483,174.467,120,220
12.04.2018 12:14:04.280 GMT-0400,174.482,174.468,120,300
12.04.2018 12:14:04.939 GMT-0400,174.483,174.467,120,220
12.04.2018 12:14:05.563 GMT-0400,174.482,174.468,120,300
12.04.2018 12:14:06.192 GMT-0400,174.49099999999999,174.478,57,150
12.04.2018 12:14:06.640 GMT-0400,174.483,174.467,120,250
12.04.2018 12:14:07.152 GMT-0400,174.482,174.468,120,250
12.04.2018 12:14:07.683 GMT-0400,174.483,174.467,120,320
12.04.2018 12:14:07.784 GMT-0400,174.49200000000002,174.478,100,220
12.04.2018 12:14:08.089 GMT-0400,174.5,174.48700000000002,57,220
12.04.2018 12:14:08.389 GMT-0400,174.502,174.478,120,10300.0002
12.04.2018 12:14:08.714 GMT-0400,174.493,174.478,120,7499.9998
12.04.2018 12:14:09.231 GMT-0400,174.493,174.477,120,75
12.04.2018 12:14:09.559 GMT-0400,174.482,174.468,120,400
12.04.2018 12:14:10.110 GMT-0400,174.483,174.467,120,430
12.04.2018 12:14:10.441 GMT-0400,174.463,174.447,120,620
12.04.2018 12:14:12.012 GMT-0400,174.463,174.448,120,7499.9998
12.04.2018 12:14:12.092 GMT-0400,174.477,174.458,57,150
12.04.2018 12:14:12.507 GMT-0400,174.472,174.448,120,10900.0001
12.04.2018 12:14:12.607 GMT-0400,174.472,174.458,120,75
12.04.2018 12:14:13.173 GMT-0400,174.47299999999998,174.45700000000002,120,150
12.04.2018 12:14:14.064 GMT-0400,174.472,174.458,120,260
12.04.2018 12:14:14.821 GMT-0400,174.47299999999998,174.45700000000002,120,150
12.04.2018 12:14:16.111 GMT-0400,174.472,174.458,120,340
12.04.2018 12:14:16.825 GMT-0400,174.47299999999998,174.45700000000002,120,300
12.04.2018 12:14:17.748 GMT-0400,174.472,174.458,120,220
12.04.2018 12:14:18.429 GMT-0400,174.47299999999998,174.45700000000002,120,220
12.04.2018 12:14:19.125 GMT-0400,174.472,174.458,120,220
12.04.2018 12:14:19.738 GMT-0400,174.482,174.468,120,220
12.04.2018 12:14:20.843 GMT-0400,174.503,174.477,120,300
12.04.2018 12:14:21.388 GMT-0400,174.49200000000002,174.478,120,260
12.04.2018 12:14:22.182 GMT-0400,174.493,174.477,120,150
12.04.2018 12:14:22.702 GMT-0400,174.49200000000002,174.478,120,450
12.04.2018 12:14:24.352 GMT-0400,174.493,174.477,120,530
12.04.2018 12:14:25.184 GMT-0400,174.49200000000002,174.478,120,520
12.04.2018 12:14:25.839 GMT-0400,174.493,174.477,120,520
12.04.2018 12:14:26.986 GMT-0400,174.49200000000002,174.478,120,520
12.04.2018 12:14:27.690 GMT-0400,174.493,174.477,120,750
12.04.2018 12:14:29.177 GMT-0400,174.49200000000002,174.478,120,820
12.04.2018 12:14:31.137 GMT-0400,174.502,174.478,120,970
12.04.2018 12:14:31.599 GMT-0400,174.502,174.488,120,75
12.04.2018 12:14:32.110 GMT-0400,174.512,174.498,57,300
12.04.2018 12:14:32.161 GMT-0400,174.52200000000002,174.498,120,300
12.04.2018 12:14:32.347 GMT-0400,174.523,174.507,12,75
12.04.2018 12:14:32.679 GMT-0400,174.533,174.507,7869.9999,150
12.04.2018 12:14:32.729 GMT-0400,174.533,174.51700000000002,120,150
12.04.2018 12:14:33.397 GMT-0400,174.532,174.518,100,220
12.04.2018 12:14:33.929 GMT-0400,174.533,174.51700000000002,120,300
12.04.2018 12:14:34.509 GMT-0400,174.532,174.518,100,370
12.04.2018 12:14:35.067 GMT-0400,174.533,174.51700000000002,100,300
12.04.2018 12:14:35.735 GMT-0400,174.532,174.518,120,300
12.04.2018 12:14:36.293 GMT-0400,174.533,174.507,120,220
12.04.2018 12:14:36.343 GMT-0400,174.523,174.507,120,220
12.04.2018 12:14:36.741 GMT-0400,174.532,174.508,120,10599.9997
12.04.2018 12:14:37.103 GMT-0400,174.533,174.51700000000002,120,75
12.04.2018 12:14:37.308 GMT-0400,174.533,174.508,120,7499.9998
12.04.2018 12:14:37.593 GMT-0400,174.532,174.518,120,150
12.04.2018 12:14:37.784 GMT-0400,174.533,174.507,120,490
12.04.2018 12:14:37.898 GMT-0400,174.532,174.518,120,75
12.04.2018 12:14:38.444 GMT-0400,174.533,174.51700000000002,120,75
12.04.2018 12:14:39.085 GMT-0400,174.532,174.518,120,110
12.04.2018 12:14:39.501 GMT-0400,174.54,174.52700000000002,57,150
12.04.2018 12:14:39.552 GMT-0400,174.553,174.52700000000002,120,150
12.04.2018 12:14:40.065 GMT-0400,174.55200000000002,174.528,120,340
12.04.2018 12:14:40.325 GMT-0400,174.542,174.528,100,220
12.04.2018 12:14:41.040 GMT-0400,174.543,174.52700000000002,100,530
12.04.2018 12:14:42.127 GMT-0400,174.542,174.528,120,530
12.04.2018 12:14:42.736 GMT-0400,174.543,174.52700000000002,120,450
12.04.2018 12:14:45.472 GMT-0400,174.542,174.528,120,750
12.04.2018 12:14:46.049 GMT-0400,174.543,174.52700000000002,120,830
12.04.2018 12:14:46.764 GMT-0400,174.542,174.528,120,830
12.04.2018 12:14:47.419 GMT-0400,174.53400000000002,174.521,120,7499.9998
12.04.2018 12:14:47.697 GMT-0400,174.523,174.507,120,310
12.04.2018 12:14:47.857 GMT-0400,174.523,174.497,120,75
12.04.2018 12:14:47.907 GMT-0400,174.502,174.488,120,150
12.04.2018 12:14:48.568 GMT-0400,174.493,174.477,120,10400
12.04.2018 12:14:49.457 GMT-0400,174.49200000000002,174.478,120,300
12.04.2018 12:14:51.245 GMT-0400,174.493,174.477,120,300
12.04.2018 12:14:53.545 GMT-0400,174.49200000000002,174.478,120,300
12.04.2018 12:14:54.504 GMT-0400,174.493,174.477,120,300
12.04.2018 12:14:55.072 GMT-0400,174.49200000000002,174.478,120,300
12.04.2018 12:14:55.783 GMT-0400,174.493,174.477,100,300
12.04.2018 12:14:56.495 GMT-0400,174.483,174.45700000000002,120,220
12.04.2018 12:14:57.160 GMT-0400,174.482,174.458,120,340
12.04.2018 12:14:58.486 GMT-0400,174.463,174.449,120,7499.9998
12.04.2018 12:14:58.537 GMT-0400,174.47299999999998,174.447,7950.0005,480
12.04.2018 12:14:59.050 GMT-0400,174.472,174.448,120,440
12.04.2018 12:15:00.134 GMT-0400,174.482,174.458,120,75
12.04.2018 12:15:00.184 GMT-0400,174.482,174.448,120,10700.0005
12.04.2018 12:15:00.546 GMT-0400,174.47299999999998,174.448,120,7499.9998
12.04.2018 12:15:01.075 GMT-0400,174.47299999999998,174.447,120,530
12.04.2018 12:15:01.738 GMT-0400,174.472,174.448,120,450
12.04.2018 12:15:02.376 GMT-0400,174.47299999999998,174.447,120,530
12.04.2018 12:15:02.696 GMT-0400,174.46200000000002,174.438,120,150
12.04.2018 12:15:03.127 GMT-0400,174.452,174.438,100,150
12.04.2018 12:15:03.359 GMT-0400,174.46200000000002,174.438,120,520
12.04.2018 12:15:03.410 GMT-0400,174.46200000000002,174.448,100,220
12.04.2018 12:15:03.938 GMT-0400,174.463,174.447,120,150
12.04.2018 12:15:04.695 GMT-0400,174.46200000000002,174.448,120,220
